number,status,codeshareStatus,isCargo,scheduled_utc,revised_utc,gate,dest_iata,dest_name,dest_country,airline_name,airline_iata,aircraft_model,delay_min,is_outlier,dep_hour,dep_dow,dep_month,is_weekend,route,route_avg_delay,aircraft_family
LX 2252,Departed,IsOperator,False,2025-12-14 20:10:00+00:00,2025-12-14 20:10:00+00:00,A82,BUD,Budapest,hu,SWISS,LX,Airbus A220-300,0.0,False,20,6,12,1,BUD,6.648648648648648,Narrow-body
IV 601,Departed,IsOperator,False,2025-12-14 19:20:00+00:00,2025-12-14 20:10:00+00:00,E23,PRN,Prishtina,ks,Gp Aviation,Unknown,Boeing 737-400,50.0,True,19,6,12,1,PRN,9.268987341772151,Narrow-body
LX 1950,Departed,IsOperator,False,2025-12-14 20:10:00+00:00,2025-12-14 20:10:00+00:00,A64,BCN,Barcelona,es,SWISS,LX,Airbus A321 NEO,0.0,False,20,6,12,1,BCN,9.162921348314606,Narrow-body
LX 340,Departed,IsOperator,False,2025-12-14 19:55:00+00:00,2025-12-14 20:10:00+00:00,D33,LHR,London,gb,SWISS,LX,Airbus A320 NEO,15.0,False,19,6,12,1,LHR,6.634457611668186,Narrow-body
LX 1278,Departed,IsOperator,False,2025-12-14 20:15:00+00:00,2025-12-14 20:15:00+00:00,B41,CPH,Copenhagen,dk,SWISS,LX,Airbus A220-300,0.0,False,20,6,12,1,CPH,6.48469387755102,Narrow-body
LX 2278,Departed,IsOperator,False,2025-12-14 20:20:00+00:00,2025-12-14 20:20:00+00:00,A51,LJU,Ljubljana,si,SWISS,LX,Airbus A220-300,0.0,False,20,6,12,1,LJU,7.9818181818181815,Narrow-body
LX 1482,Departed,IsOperator,False,2025-12-14 20:00:00+00:00,2025-12-14 20:20:00+00:00,A84,PRG,Prague,cz,SWISS,LX,Airbus A220-300,20.0,False,20,6,12,1,PRG,8.132432432432433,Narrow-body
BA 723,Departed,IsOperator,False,2025-12-14 20:10:00+00:00,2025-12-14 20:20:00+00:00,E62,LHR,London,gb,British,BA,Airbus A319,10.0,False,20,6,12,1,LHR,6.634457611668186,Narrow-body
LX 1886,Departed,IsOperator,False,2025-12-14 20:05:00+00:00,2025-12-14 20:20:00+00:00,B35,OTP,Bucharest,ro,SWISS,LX,Airbus A220-300,15.0,False,20,6,12,1,OTP,11.805405405405406,Narrow-body
U2 5188,Departed,IsOperator,False,2025-12-14 20:20:00+00:00,2025-12-14 20:20:00+00:00,A83,BER,Berlin,de,easyJet,U2,Airbus A320,0.0,False,20,6,12,1,BER,7.192926045016077,Narrow-body
U2 2532,Departed,IsOperator,False,2025-12-14 20:25:00+00:00,2025-12-14 20:25:00+00:00,E58,LTN,London,gb,easyJet,U2,Airbus A320,0.0,False,20,6,12,1,LTN,10.07,Narrow-body
EW 9765,Departed,IsOperator,False,2025-12-14 20:15:00+00:00,2025-12-14 20:25:00+00:00,A66,DUS,Düsseldorf,de,Eurowings,EW,Airbus A320,10.0,False,20,6,12,1,DUS,7.166666666666667,Narrow-body
LX 2816,Departed,IsOperator,False,2025-12-14 20:00:00+00:00,2025-12-14 20:30:00+00:00,A74,GVA,Geneva,ch,SWISS,LX,Airbus A320,30.0,False,20,6,12,1,GVA,7.534985422740525,Narrow-body
EY 142,Departed,IsOperator,False,2025-12-14 20:35:00+00:00,2025-12-14 20:35:00+00:00,E42,AUH,Abu Dhabi,ae,Etihad,EY,Airbus A321 NEO,0.0,False,20,6,12,1,AUH,3.8177083333333335,Narrow-body
U2 4098,Departed,IsOperator,False,2025-12-14 20:55:00+00:00,2025-12-14 20:41:00+00:00,A63,FCO,Rome,it,easyJet,U2,Airbus A319,-14.0,False,20,6,12,1,FCO,4.507547169811321,Narrow-body
U2 7644,Departed,IsOperator,False,2025-12-14 20:20:00+00:00,2025-12-14 20:45:00+00:00,A85,LIS,Lisbon,pt,easyJet,U2,Airbus A320,25.0,False,20,6,12,1,LIS,17.059063136456214,Narrow-body
LX 646,Departed,IsOperator,False,2025-12-14 19:55:00+00:00,2025-12-14 20:45:00+00:00,A55,CDG,Paris,fr,SWISS,LX,Embraer 190,50.0,True,19,6,12,1,CDG,11.938775510204081,Regional
VY 6249,Departed,IsOperator,False,2025-12-14 20:35:00+00:00,2025-12-14 20:45:00+00:00,A62,BCN,Barcelona,es,Vueling,VY,Airbus A320,10.0,False,20,6,12,1,BCN,9.162921348314606,Narrow-body
EK 86,Departed,IsOperator,False,2025-12-14 20:50:00+00:00,2025-12-14 20:50:00+00:00,E53,DXB,Dubai,ae,Emirates,EK,Boeing 777,0.0,False,20,6,12,1,DXB,9.906976744186046,Wide-body
U2 7746,Departed,IsOperator,False,2025-12-14 20:40:00+00:00,2025-12-14 20:53:00+00:00,B39,OPO,Porto,pt,easyJet,U2,Airbus A320,13.0,False,20,6,12,1,OPO,13.863888888888889,Narrow-body
LX 1638,Departed,IsOperator,False,2025-12-14 20:55:00+00:00,2025-12-14 20:55:00+00:00,A71,MXP,Milan,it,SWISS,LX,Embraer 190,0.0,False,20,6,12,1,MXP,5.628440366972477,Regional
U2 8474,Departed,IsOperator,False,2025-12-14 20:25:00+00:00,2025-12-14 20:56:00+00:00,E56,LGW,London,gb,easyJet,U2,Airbus A320,31.0,False,20,6,12,1,LGW,11.219917012448132,Narrow-body
LX 176,Departed,IsOperator,False,2025-12-14 21:40:00+00:00,2025-12-14 21:40:00+00:00,E52,SIN,Singapore,sg,SWISS,LX,Boeing 777,0.0,False,21,6,12,1,SIN,6.890173410404624,Wide-body
LX 138,Departed,IsOperator,False,2025-12-14 21:40:00+00:00,2025-12-14 21:40:00+00:00,E22,HKG,Hong Kong,hk,SWISS,LX,Boeing 777,0.0,False,21,6,12,1,HKG,10.402234636871508,Wide-body
LX 2818,Departed,IsOperator,False,2025-12-14 21:35:00+00:00,2025-12-14 21:45:00+00:00,B38,GVA,Geneva,ch,SWISS,LX,BCS1,10.0,False,21,6,12,1,GVA,7.534985422740525,Other
LX 256,Departed,IsOperator,False,2025-12-14 21:45:00+00:00,2025-12-14 21:45:00+00:00,E26,TLV,Tel Aviv Yafo,il,SWISS,LX,Embraer 195,0.0,False,21,6,12,1,TLV,12.823275862068966,Regional
LX 282,Departed,IsOperator,False,2025-12-14 21:40:00+00:00,2025-12-14 21:50:00+00:00,E35,JNB,Jo'anna,za,SWISS,LX,Airbus A340,10.0,False,21,6,12,1,JNB,4.75,Wide-body
LX 92,Departed,IsOperator,False,2025-12-14 21:45:00+00:00,2025-12-14 21:55:00+00:00,E27,GRU,São Paulo,br,SWISS,LX,Boeing 777,10.0,False,21,6,12,1,GRU,13.073170731707316,Wide-body
LY 344,Departed,IsOperator,False,2025-12-14 20:15:00+00:00,2025-12-14 22:15:00+00:00,E57,TLV,Tel Aviv Yafo,il,El Al,LY,Boeing 737-800,120.0,True,20,6,12,1,TLV,12.823275862068966,Narrow-body
CS 600,Departed,IsOperator,False,2025-12-15 04:45:00+00:00,2025-12-15 05:05:00+00:00,E56,PRN,Prishtina,ks,Comlux Aruba,CS,Airbus A320,20.0,False,4,0,12,0,PRN,9.268987341772151,Narrow-body
CS 1602,Departed,IsOperator,False,2025-12-15 05:00:00+00:00,2025-12-15 05:15:00+00:00,E58,PRN,Prishtina,ks,Comlux Aruba,CS,Airbus A320,15.0,False,5,0,12,0,PRN,9.268987341772151,Narrow-body
TP 935,Departed,IsOperator,False,2025-12-15 05:10:00+00:00,2025-12-15 05:20:00+00:00,A63,LIS,Lisbon,pt,TAP Air Portugal,TP,Airbus A320,10.0,False,5,0,12,0,LIS,17.059063136456214,Narrow-body
IU 1602,Departed,IsOperator,False,2025-12-15 05:24:00+00:00,2025-12-15 05:24:00+00:00,Unknown,Unknown,Unknown,Unknown,SW Italia,IU,Airbus A320,0.0,False,5,0,12,0,Unknown,1.31237721021611,Narrow-body
AF 1415,Departed,IsOperator,False,2025-12-15 05:30:00+00:00,2025-12-15 05:30:00+00:00,A82,CDG,Paris,fr,Air France,AF,Airbus A220-300,0.0,False,5,0,12,0,CDG,11.938775510204081,Narrow-body
TK 1912,Departed,IsOperator,False,2025-12-15 05:45:00+00:00,2025-12-15 05:45:00+00:00,E23,IST,Istanbul,tr,Turkish,TK,Airbus A321,0.0,False,5,0,12,0,IST,12.96,Narrow-body
BA 725,Departed,IsOperator,False,2025-12-15 05:45:00+00:00,2025-12-15 05:45:00+00:00,E62,LHR,London,gb,British,BA,Airbus A320,0.0,False,5,0,12,0,LHR,6.634457611668186,Narrow-body
KL 1916,Departed,IsOperator,False,2025-12-15 05:50:00+00:00,2025-12-15 05:50:00+00:00,A85,AMS,Amsterdam,nl,KLM,KL,Boeing 737,0.0,False,5,0,12,0,AMS,11.314754098360655,Narrow-body
WK 402,Departed,IsOperator,False,2025-12-15 05:45:00+00:00,2025-12-15 05:50:00+00:00,E47,PRN,Prishtina,ks,Edelweiss Air,WK,Airbus A320,5.0,False,5,0,12,0,PRN,9.268987341772151,Narrow-body
LX 2026,Departed,IsOperator,False,2025-12-15 05:55:00+00:00,2025-12-15 05:55:00+00:00,A71,MAD,Madrid,es,SWISS,LX,Airbus A320 NEO,0.0,False,5,0,12,0,MAD,8.555555555555555,Narrow-body
LX 2174,Departed,IsOperator,False,2025-12-15 06:00:00+00:00,2025-12-15 06:00:00+00:00,B10,ALC,Alicante,es,SWISS,LX,Embraer 190,0.0,False,6,0,12,0,ALC,9.637795275590552,Regional
WK 370,Departed,IsOperator,False,2025-12-15 06:00:00+00:00,2025-12-15 06:00:00+00:00,D55,LCA,Larnarca,cy,Edelweiss Air,WK,Airbus A320,0.0,False,6,0,12,0,LCA,8.384057971014492,Narrow-body
LX 1412,Departed,IsOperator,False,2025-12-15 06:05:00+00:00,2025-12-15 06:05:00+00:00,E19,BEG,Belgrade,rs,SWISS,LX,Airbus A320 NEO,0.0,False,6,0,12,0,BEG,10.236607142857142,Narrow-body
LX 1342,Departed,IsOperator,False,2025-12-15 06:05:00+00:00,2025-12-15 06:05:00+00:00,A64,WAW,Warsaw,pl,SWISS,LX,Airbus A320 NEO,0.0,False,6,0,12,0,WAW,9.523690773067331,Narrow-body
LX 316,Departed,IsOperator,False,2025-12-15 06:05:00+00:00,2025-12-15 06:05:00+00:00,D35,LHR,London,gb,SWISS,LX,Airbus A321 NEO,0.0,False,6,0,12,0,LHR,6.634457611668186,Narrow-body
LX 1726,Departed,IsOperator,False,2025-12-15 06:10:00+00:00,2025-12-15 06:10:00+00:00,A51,FCO,Rome,it,SWISS,LX,Embraer 195,0.0,False,6,0,12,0,FCO,4.507547169811321,Regional
LX 2250,Departed,IsOperator,False,2025-12-15 06:10:00+00:00,2025-12-15 06:10:00+00:00,B08,BUD,Budapest,hu,SWISS,LX,Airbus A321 NEO,0.0,False,6,0,12,0,BUD,6.648648648648648,Narrow-body
WK 200,Departed,IsOperator,False,2025-12-15 06:00:00+00:00,2025-12-15 06:10:00+00:00,A62,LPA,Gran Canaria Island,es,Edelweiss Air,WK,Airbus A320,10.0,False,6,0,12,0,LPA,6.333333333333333,Narrow-body
LX 1266,Departed,IsOperator,False,2025-12-15 06:10:00+00:00,2025-12-15 06:10:00+00:00,A53,CPH,Copenhagen,dk,SWISS,LX,Airbus A220-300,0.0,False,6,0,12,0,CPH,6.48469387755102,Narrow-body
LX 1068,Departed,IsOperator,False,2025-12-15 06:05:00+00:00,2025-12-15 06:10:00+00:00,B38,FRA,Frankfurt-am-Main,de,SWISS,LX,Airbus A220-300,5.0,False,6,0,12,0,FRA,7.53932584269663,Narrow-body
LX 724,Departed,IsOperator,False,2025-12-15 06:15:00+00:00,2025-12-15 06:15:00+00:00,B41,AMS,Amsterdam,nl,SWISS,LX,Embraer 195,0.0,False,6,0,12,0,AMS,11.314754098360655,Regional
LX 420,Departed,IsOperator,False,2025-12-15 06:15:00+00:00,2025-12-15 06:15:00+00:00,D57,BHX,Birmingham,gb,SWISS,LX,Airbus A220-300,0.0,False,6,0,12,0,BHX,6.287234042553192,Narrow-body
LX 1100,Departed,IsOperator,False,2025-12-15 06:15:00+00:00,2025-12-15 06:15:00+00:00,B39,MUC,Munich,de,SWISS,LX,Airbus A220-300,0.0,False,6,0,12,0,MUC,8.583617747440274,Narrow-body
OS 148,Departed,IsOperator,False,2025-12-15 06:20:00+00:00,2025-12-15 06:20:00+00:00,A75,VIE,Vienna,at,Austrian,OS,Airbus A321,0.0,False,6,0,12,0,VIE,6.910039113428944,Narrow-body
LX 1952,Departed,IsOperator,False,2025-12-15 06:20:00+00:00,2025-12-15 06:20:00+00:00,A55,BCN,Barcelona,es,SWISS,LX,Airbus A320,0.0,False,6,0,12,0,BCN,9.162921348314606,Narrow-body
LX 1370,Departed,IsOperator,False,2025-12-15 06:20:00+00:00,2025-12-15 06:20:00+00:00,B04,KRK,Kraków,pl,SWISS,LX,Airbus A220-300,0.0,False,6,0,12,0,KRK,6.532258064516129,Narrow-body
LX 974,Departed,IsOperator,False,2025-12-15 06:20:00+00:00,2025-12-15 06:20:00+00:00,B06,BER,Berlin,de,SWISS,LX,Airbus A220-300,0.0,False,6,0,12,0,BER,7.192926045016077,Narrow-body
LX 1484,Departed,IsOperator,False,2025-12-15 06:25:00+00:00,2025-12-15 06:25:00+00:00,B43,PRG,Prague,cz,SWISS,LX,Airbus A320 NEO,0.0,False,6,0,12,0,PRG,8.132432432432433,Narrow-body
LX 390,Departed,IsOperator,False,2025-12-15 06:10:00+00:00,2025-12-15 06:25:00+00:00,D52,MAN,Manchester,gb,SWISS,LX,Airbus A320,15.0,False,6,0,12,0,MAN,10.26530612244898,Narrow-body
LX 1050,Departed,IsOperator,False,2025-12-15 06:25:00+00:00,2025-12-15 06:25:00+00:00,B02,HAM,Hamburg,de,SWISS,LX,Airbus A320,0.0,False,6,0,12,0,HAM,6.9766355140186915,Narrow-body
IB 634,Departed,IsOperator,False,2025-12-15 06:30:00+00:00,2025-12-15 06:30:00+00:00,A83,MAD,Madrid,es,Iberia,IB,Airbus A320 NEO,0.0,False,6,0,12,0,MAD,8.555555555555555,Narrow-body
LX 918,Departed,IsOperator,False,2025-12-15 06:30:00+00:00,2025-12-15 06:30:00+00:00,A66,DRS,Dresden,de,SWISS,LX,Airbus A220-300,0.0,False,6,0,12,0,DRS,6.075949367088608,Narrow-body
SN 2738,Departed,IsOperator,False,2025-12-15 06:30:00+00:00,2025-12-15 06:30:00+00:00,A67,BRU,Brussels,be,Brussels,SN,Airbus A320,0.0,False,6,0,12,0,BRU,8.1625,Narrow-body
LX 2802,Departed,IsOperator,False,2025-12-15 06:30:00+00:00,2025-12-15 06:35:00+00:00,B31,GVA,Geneva,ch,SWISS,LX,Airbus A320,5.0,False,6,0,12,0,GVA,7.534985422740525,Narrow-body
LX 1678,Departed,IsOperator,False,2025-12-15 06:35:00+00:00,2025-12-15 06:35:00+00:00,A63,FLR,Firenze,it,SWISS,LX,Airbus A220-100,0.0,False,6,0,12,0,FLR,6.98936170212766,Narrow-body
LX 1660,Departed,IsOperator,False,2025-12-15 06:35:00+00:00,2025-12-15 06:35:00+00:00,A57,VCE,Venice,it,SWISS,LX,Airbus A220-100,0.0,False,6,0,12,0,VCE,4.755725190839694,Narrow-body
LX 814,Departed,IsOperator,False,2025-12-15 06:40:00+00:00,2025-12-15 06:40:00+00:00,A52,HAJ,Hanover,de,SWISS,LX,Airbus A220-300,0.0,False,6,0,12,0,HAJ,8.979057591623036,Narrow-body
LX 850,Departed,IsOperator,False,2025-12-15 06:40:00+00:00,2025-12-15 06:50:00+00:00,B33,BRE,Bremen,de,SWISS,LX,Embraer 190,10.0,False,6,0,12,0,BRE,7.589285714285714,Regional
LX 460,Departed,IsOperator,False,2025-12-15 06:55:00+00:00,2025-12-15 06:55:00+00:00,D54,LCY,London,gb,SWISS,LX,Embraer 195,0.0,False,6,0,12,0,LCY,6.680981595092025,Regional
LX 632,Departed,IsOperator,False,2025-12-15 06:25:00+00:00,2025-12-15 07:00:00+00:00,A72,CDG,Paris,fr,SWISS,LX,Airbus A320,35.0,False,6,0,12,0,CDG,11.938775510204081,Narrow-body
XXJ 231,Departed,IsOperator,False,2025-12-15 07:00:00+00:00,2025-12-15 07:00:00+00:00,Unknown,FLR,Firenze,it,Unknown/Private owner,Unknown,Cessna 525B Citation CJ3,0.0,False,7,0,12,0,FLR,6.98936170212766,Other
XXE 72,Departed,IsOperator,False,2025-12-15 07:00:00+00:00,2025-12-15 07:00:00+00:00,Unknown,MUC,Munich,de,Unknown/Private owner,Unknown,Beechcraft Premier I,0.0,False,7,0,12,0,MUC,8.583617747440274,Other
DE 4312,Departed,IsOperator,False,2025-12-15 07:05:00+00:00,2025-12-15 07:05:00+00:00,A86,FRA,Frankfurt-am-Main,de,Condor,DE,Airbus A321,0.0,False,7,0,12,0,FRA,7.53932584269663,Narrow-body
FUU 231A,Departed,IsOperator,False,2025-12-15 07:08:00+00:00,2025-12-15 07:08:00+00:00,Unknown,Unknown,Unknown,Unknown,FUU,Unknown,Unknown,0.0,False,7,0,12,0,Unknown,1.31237721021611,Unknown
HBVPL,Departed,IsOperator,False,2025-12-15 07:11:00+00:00,2025-12-15 07:11:00+00:00,Unknown,Unknown,Unknown,Unknown,Unknown/Private owner,Unknown,Beechcraft Premier I,0.0,False,7,0,12,0,Unknown,1.31237721021611,Other
U2 4096,Departed,IsOperator,False,2025-12-15 07:15:00+00:00,2025-12-15 07:15:00+00:00,A85,FCO,Rome,it,easyJet,U2,Airbus A319,0.0,False,7,0,12,0,FCO,4.507547169811321,Narrow-body
EW 763,Departed,IsOperator,False,2025-12-15 07:30:00+00:00,2025-12-15 07:20:00+00:00,A64,CGN,Cologne,de,Eurowings,EW,Airbus A320,-10.0,False,7,0,12,0,CGN,5.166666666666667,Narrow-body
U2 5188,Departed,IsOperator,False,2025-12-15 07:35:00+00:00,2025-12-15 07:30:00+00:00,A82,BER,Berlin,de,easyJet,U2,Airbus A320,-5.0,False,7,0,12,0,BER,7.192926045016077,Narrow-body
EW 9761,Departed,IsOperator,False,2025-12-15 07:40:00+00:00,2025-12-15 07:35:00+00:00,A63,DUS,Düsseldorf,de,Eurowings,EW,Airbus A320,-5.0,False,7,0,12,0,DUS,7.166666666666667,Narrow-body
LX 976,Departed,IsOperator,False,2025-12-15 07:35:00+00:00,2025-12-15 07:35:00+00:00,A75,BER,Berlin,de,SWISS,LX,Airbus A220-300,0.0,False,7,0,12,0,BER,7.192926045016077,Narrow-body
2L 9452,Departed,IsOperator,False,2025-12-15 07:15:00+00:00,2025-12-15 07:35:00+00:00,Unknown,BZG,Bydgoszcz,pl,Helvetic,2L,Embraer 190,20.0,False,7,0,12,0,BZG,10.0,Regional
LX 562,Departed,IsOperator,False,2025-12-15 07:40:00+00:00,2025-12-15 07:40:00+00:00,B41,NCE,Nice,fr,SWISS,LX,Airbus A220-300,0.0,False,7,0,12,0,NCE,5.177177177177177,Narrow-body
HBJWB,Departed,IsOperator,False,2025-12-15 07:50:00+00:00,2025-12-15 07:40:00+00:00,Unknown,TAR,Grottaglie,it,Unknown/Private owner,Unknown,Bombardier Challenger 600,-10.0,False,7,0,12,0,TAR,-3.3333333333333335,Other
QR 94,Departed,IsOperator,False,2025-12-15 07:45:00+00:00,2025-12-15 07:45:00+00:00,E57,DOH,Doha,qa,Qatar,QR,Airbus A350-900,0.0,False,7,0,12,0,DOH,3.429411764705882,Wide-body
LX 1512,Departed,IsOperator,False,2025-12-15 07:45:00+00:00,2025-12-15 07:45:00+00:00,A58,GRZ,Graz,at,SWISS,LX,Embraer 190,0.0,False,7,0,12,0,GRZ,4.344262295081967,Regional
LX 1052,Departed,IsOperator,False,2025-12-15 07:45:00+00:00,2025-12-15 07:45:00+00:00,B05,HAM,Hamburg,de,SWISS,LX,Embraer 190,0.0,False,7,0,12,0,HAM,6.9766355140186915,Regional
SAZ 61,Departed,IsOperator,False,2025-12-15 07:48:00+00:00,2025-12-15 07:48:00+00:00,Unknown,Unknown,Unknown,Unknown,SAZ,Unknown,Bombardier Challenger 600,0.0,False,7,0,12,0,Unknown,1.31237721021611,Other
LX 1668,Departed,IsOperator,False,2025-12-15 07:50:00+00:00,2025-12-15 07:50:00+00:00,A53,BLQ,Bologna,it,SWISS,LX,Embraer 190,0.0,False,7,0,12,0,BLQ,4.107142857142857,Regional
LX 1612,Departed,IsOperator,False,2025-12-15 07:55:00+00:00,2025-12-15 07:55:00+00:00,A54,MXP,Milan,it,SWISS,LX,Airbus A220-300,0.0,False,7,0,12,0,MXP,5.628440366972477,Narrow-body
LX 730,Departed,IsOperator,False,2025-12-15 07:30:00+00:00,2025-12-15 07:55:00+00:00,B07,AMS,Amsterdam,nl,SWISS,LX,Airbus A220-100,25.0,False,7,0,12,0,AMS,11.314754098360655,Narrow-body
LX 2086,Departed,IsOperator,False,2025-12-15 08:00:00+00:00,2025-12-15 08:00:00+00:00,A71,LIS,Lisbon,pt,SWISS,LX,Airbus A320 NEO,0.0,False,8,0,12,0,LIS,17.059063136456214,Narrow-body
KL 1918,Departed,IsOperator,False,2025-12-15 08:00:00+00:00,2025-12-15 08:00:00+00:00,A83,AMS,Amsterdam,nl,KLM,KL,Boeing 737,0.0,False,8,0,12,0,AMS,11.314754098360655,Narrow-body
EW 8761,Departed,IsOperator,False,2025-12-15 08:05:00+00:00,2025-12-15 08:00:00+00:00,A66,BER,Berlin,de,Eurowings,EW,Airbus A320,-5.0,False,8,0,12,0,BER,7.192926045016077,Narrow-body
SN 2730,Departed,IsOperator,False,2025-12-15 07:45:00+00:00,2025-12-15 08:00:00+00:00,B31,BRU,Brussels,be,Brussels,SN,Airbus A319,15.0,False,7,0,12,0,BRU,8.1625,Narrow-body
LX 750,Departed,IsOperator,False,2025-12-15 08:05:00+00:00,2025-12-15 08:05:00+00:00,A51,LUX,Luxembourg,lu,SWISS,LX,Airbus A320,0.0,False,8,0,12,0,LUX,6.031578947368421,Narrow-body
LX 2804,Departed,IsOperator,False,2025-12-15 07:55:00+00:00,2025-12-15 08:10:00+00:00,B33,GVA,Geneva,ch,SWISS,LX,Airbus A220-300,15.0,False,7,0,12,0,GVA,7.534985422740525,Narrow-body
LX 1016,Departed,IsOperator,False,2025-12-15 06:35:00+00:00,2025-12-15 08:10:00+00:00,B09,DUS,Düsseldorf,de,SWISS,LX,Airbus A220-300,95.0,True,6,0,12,0,DUS,7.166666666666667,Narrow-body
LX 1830,Departed,IsOperator,False,2025-12-15 08:15:00+00:00,2025-12-15 08:15:00+00:00,A62,ATH,Athens,gr,SWISS,LX,Airbus A220-300,0.0,False,8,0,12,0,ATH,9.11860465116279,Narrow-body
LX 1164,Departed,IsOperator,False,2025-12-15 08:10:00+00:00,2025-12-15 08:20:00+00:00,B03,STR,Stuttgart,de,SWISS,LX,Airbus A320 NEO,10.0,False,8,0,12,0,STR,5.4523809523809526,Narrow-body
EN 8117,Departed,IsOperator,False,2025-12-15 07:55:00+00:00,2025-12-15 08:25:00+00:00,A56,FRA,Frankfurt-am-Main,de,Air Dolomiti,EN,Embraer Erj-190-100,30.0,False,7,0,12,0,FRA,7.53932584269663,Regional
LX 2066,Departed,IsOperator,False,2025-12-15 08:25:00+00:00,2025-12-15 08:35:00+00:00,A74,OPO,Porto,pt,SWISS,LX,Airbus A321 NEO,10.0,False,8,0,12,0,OPO,13.863888888888889,Narrow-body
WK 214,Departed,IsOperator,False,2025-12-15 08:30:00+00:00,2025-12-15 08:35:00+00:00,A84,TFS,Tenerife Island,es,Edelweiss Air,WK,Airbus A320,5.0,False,8,0,12,0,TFS,8.701754385964913,Narrow-body
OS 132,Departed,IsOperator,False,2025-12-15 08:10:00+00:00,2025-12-15 08:40:00+00:00,A67,VIE,Vienna,at,Austrian,OS,Airbus A321,30.0,False,8,0,12,0,VIE,6.910039113428944,Narrow-body
U2 4228,Departed,IsOperator,False,2025-12-15 08:45:00+00:00,2025-12-15 08:40:00+00:00,A82,NAP,Nápoli,it,easyJet,U2,Airbus A320 (Sharklets),-5.0,False,8,0,12,0,NAP,8.4125,Narrow-body
VY 6247,Departed,IsOperator,False,2025-12-15 08:40:00+00:00,2025-12-15 08:40:00+00:00,A72,BCN,Barcelona,es,Vueling,VY,Airbus A321,0.0,False,8,0,12,0,BCN,9.162921348314606,Narrow-body
WK 310,Departed,IsOperator,False,2025-12-15 08:30:00+00:00,2025-12-15 08:40:00+00:00,B01,KTT,Kittila,fi,Edelweiss Air,WK,Airbus A320,10.0,False,8,0,12,0,KTT,7.5,Narrow-body
NJE 673,Departed,IsOperator,False,2025-12-15 08:50:00+00:00,2025-12-15 08:40:00+00:00,Unknown,DOL,Deauville,fr,NetJets Europe,Unknown,Embraer Pheom 300,-10.0,False,8,0,12,0,DOL,-1.25,Regional
JU 331,Departed,IsOperator,False,2025-12-15 08:35:00+00:00,2025-12-15 08:45:00+00:00,E62,BEG,Belgrade,rs,Air Serbia,JU,Airbus A220-300,10.0,False,8,0,12,0,BEG,10.236607142857142,Narrow-body
BT 292,Departed,IsOperator,False,2025-12-15 08:20:00+00:00,2025-12-15 08:45:00+00:00,B39,RIX,Riga,lv,airBaltic,BT,Airbus A220-300,25.0,False,8,0,12,0,RIX,16.068181818181817,Narrow-body
LX 1210,Departed,IsOperator,False,2025-12-15 08:40:00+00:00,2025-12-15 08:45:00+00:00,A85,OSL,Oslo,no,SWISS,LX,Airbus A220-300,5.0,False,8,0,12,0,OSL,6.579787234042553,Narrow-body
WK 312,Departed,IsOperator,False,2025-12-15 08:30:00+00:00,2025-12-15 08:45:00+00:00,A73,RVN,Rovaniemi,fi,Edelweiss Air,WK,Airbus A320,15.0,False,8,0,12,0,RVN,7.352941176470588,Narrow-body
EW 7761,Departed,IsOperator,False,2025-12-15 08:45:00+00:00,2025-12-15 08:45:00+00:00,A75,HAM,Hamburg,de,Eurowings,EW,Airbus A319,0.0,False,8,0,12,0,HAM,6.9766355140186915,Narrow-body
LX 2110,Departed,IsOperator,False,2025-12-15 08:25:00+00:00,2025-12-15 08:50:00+00:00,B41,AGP,Málaga,es,SWISS,LX,Airbus A320 NEO,25.0,False,8,0,12,0,AGP,10.074906367041198,Narrow-body
LX 66,Departed,IsOperator,False,2025-12-15 08:50:00+00:00,2025-12-15 08:50:00+00:00,E19,MIA,Miami,us,SWISS,LX,Airbus A330,0.0,False,8,0,12,0,MIA,16.253424657534246,Wide-body
LX 2140,Departed,IsOperator,False,2025-12-15 08:55:00+00:00,2025-12-15 08:55:00+00:00,B35,VLC,Valencia,es,SWISS,LX,Embraer 195,0.0,False,8,0,12,0,VLC,7.36734693877551,Regional
WK 86,Departed,IsOperator,False,2025-12-15 08:40:00+00:00,2025-12-15 08:55:00+00:00,E34,CPT,Cape Town,za,Edelweiss Air,WK,Airbus A340,15.0,False,8,0,12,0,CPT,15.26923076923077,Wide-body
LX 1248,Departed,IsOperator,False,2025-12-15 08:50:00+00:00,2025-12-15 08:55:00+00:00,A86,ARN,Stockholm,se,SWISS,LX,Airbus A321 NEO,5.0,False,8,0,12,0,ARN,9.477031802120141,Narrow-body
VY 1461,Departed,IsOperator,False,2025-12-15 09:00:00+00:00,2025-12-15 09:00:00+00:00,A64,SCQ,Santiago de Compostela,es,Vueling,VY,Airbus A320 (Sharklets),0.0,False,9,0,12,0,SCQ,-0.8333333333333334,Narrow-body
LX 16,Departed,IsOperator,False,2025-12-15 08:50:00+00:00,2025-12-15 09:00:00+00:00,E23,JFK,New York,us,SWISS,LX,Airbus A330,10.0,False,8,0,12,0,JFK,8.972868217054264,Wide-body
LH 2367,Departed,IsOperator,False,2025-12-15 08:25:00+00:00,2025-12-15 09:05:00+00:00,A63,MUC,Munich,de,Lufthansa,LH,Airbus A319,40.0,False,8,0,12,0,MUC,8.583617747440274,Narrow-body
